Date,Store,Product,Category,Region,Units_Sold,Price,Discount,Promotion,Customer_Age,Rating,Revenue
2024-11-19,Store_D,Phone,Electronics,West,13,500,0.07,No,64.0,4.4,5572.38
2024-11-20,Store_B,Smartwatch,Accessories,North,5,150,0.11,No,40.0,3.6,616.37
2024-11-20,Store_E,Smartwatch,Accessories,North,3,150,0.15,Yes,51.0,4.9,423.84
2024-11-21,Store_B,Headphones,Accessories,North,6,80,0.03,No,45.0,2.8,430.68
2024-11-22,Store_A,Headphones,Accessories,East,11,80,0.05,No,22.0,4.1,774.65
2024-11-27,Store_E,Headphones,Accessories,South,10,80,0.17,No,60.0,4.6,620.87
2024-11-28,Store_A,Headphones,Accessories,West,9,80,0.21,No,19.0,3.7,532.85
2024-11-29,Store_C,Smartwatch,Accessories,West,14,150,0.27,No,54.0,5.0,1438.8
2024-11-29,Store_B,Phone,Electronics,South,5,500,0.01,No,41.0,2.6,2322.92
2024-11-29,Store_C,Headphones,Accessories,East,8,80,0.04,No,18.0,3.9,576.65
2024-11-30,Store_D,Phone,Electronics,East,12,500,0.14,Yes,50.0,3.5,5822.56
2024-11-30,Store_B,Headphones,Accessories,South,9,80,0.14,No,19.0,2.8,582.26
2024-11-30,Store_A,Phone,Electronics,South,7,500,0.08,No,55.0,2.6,3027.88
2024-12-03,Store_D,Tablet,Electronics,North,2,350,0.12,Yes,52.0,3.6,699.12
2024-12-04,Store_D,Phone,Electronics,North,9,500,0.17,No,40.0,3.1,3539.42
2024-12-07,Store_A,Laptop,Electronics,East,4,700,0.26,Yes,65.0,4.0,2370.22
2024-12-09,Store_E,Headphones,Accessories,West,8,80,0.14,Yes,33.0,4.3,632.15
2024-12-09,Store_A,Tablet,Electronics,South,4,350,0.22,No,34.0,3.1,1045.16
2024-12-09,Store_B,Tablet,Electronics,North,9,350,0.15,Yes,21.0,2.5,3075.18
2024-12-10,Store_D,Laptop,Electronics,East,3,700,0.08,No,33.0,2.8,1852.86
2024-12-10,Store_C,Smartwatch,Accessories,South,7,150,0.0,No,61.0,4.7,1006.99
2024-12-12,Store_C,Phone,Electronics,North,1,500,0.23,No,40.0,3.0,370.73
2024-12-14,Store_B,Smartwatch,Accessories,East,8,150,0.11,Yes,34.0,4.3,1239.17
2024-12-14,Store_B,Phone,Electronics,West,5,500,0.29,No,27.0,4.7,1716.23
2024-12-14,Store_E,Tablet,Electronics,North,4,350,0.2,Yes,30.0,4.7,1299.5
2024-12-14,Store_A,Headphones,Accessories,East,15,80,0.17,No,34.0,2.9,963.02
2024-12-15,Store_E,Smartwatch,Accessories,North,11,150,0.17,Yes,53.0,4.4,1592.26
2024-12-17,Store_D,Smartwatch,Accessories,North,6,150,0.14,Yes,35.0,2.8,903.62
2024-12-18,Store_A,Phone,Electronics,South,4,500,0.01,No,35.0,3.0,1930.3
2024-12-19,Store_C,Phone,Electronics,West,4,500,0.06,No,51.0,2.7,1836.61
2024-12-20,Store_E,Laptop,Electronics,South,8,700,0.01,No,46.0,4.3,5427.3
2024-12-21,Store_C,Smartwatch,Accessories,South,14,150,0.07,No,54.0,2.6,1915.87
2024-12-23,Store_D,Headphones,Accessories,South,11,80,0.15,No,18.0,3.4,736.83
2024-12-24,Store_D,Headphones,Accessories,West,1,80,0.13,Yes,59.0,3.3,82.44
2024-12-25,Store_D,Headphones,Accessories,North,7,80,0.1,No,59.0,4.8,498.55
2024-12-26,Store_A,Headphones,Accessories,South,15,80,0.02,No,48.0,3.7,1165.69
2024-12-26,Store_A,Phone,Electronics,East,4,500,0.15,No,25.0,3.0,1685.1
2024-12-27,Store_A,Tablet,Electronics,East,7,350,0.25,No,31.0,3.7,1825.18
2024-12-27,Store_D,Headphones,Accessories,West,12,80,0.26,Yes,28.0,4.5,846.76
2024-12-29,Store_C,Laptop,Electronics,South,5,700,0.12,No,36.0,4.6,3072.05
2024-12-29,Store_E,Laptop,Electronics,West,3,700,0.12,No,33.0,4.8,1843.23
2024-12-30,Store_C,Tablet,Electronics,South,11,350,0.08,Yes,41.0,2.6,4248.21
2024-12-30,Store_C,Headphones,Accessories,North,13,80,0.24,No,33.0,3.2,789.99
2025-01-01,Store_E,Tablet,Electronics,South,6,350,0.28,Yes,30.0,3.2,1818.15
2025-01-01,Store_E,Phone,Electronics,North,15,500,0.28,No,28.0,2.8,5411.15
2025-01-02,Store_E,Phone,Electronics,South,11,500,0.22,Yes,41.0,4.6,5169.25
2025-01-04,Store_E,Phone,Electronics,South,9,500,0.1,Yes,58.0,,4900.1
2025-01-04,Store_D,Phone,Electronics,South,3,500,0.2,No,51.0,4.7,1209.9
2025-01-05,Store_E,Smartwatch,Accessories,West,6,150,0.16,No,,4.4,763.79
2025-01-05,Store_D,Phone,Electronics,East,1,500,0.05,No,37.0,3.3,479.9
2025-01-07,Store_E,Headphones,Accessories,East,3,80,0.03,No,18.0,3.3,236.16
2025-01-08,Store_B,Smartwatch,Accessories,South,8,150,0.26,No,42.0,3.4,902.62
2025-01-08,Store_C,Laptop,Electronics,West,1,700,0.07,No,52.0,4.2,661.72
2025-01-09,Store_E,Smartwatch,Accessories,North,14,150,0.01,No,59.0,4.5,2117.47
2025-01-10,Store_C,Headphones,Accessories,South,10,80,0.16,No,61.0,3.2,685.8
2025-01-12,Store_E,Phone,Electronics,West,12,500,0.12,No,44.0,2.8,5409.87
2025-01-15,Store_B,Tablet,Electronics,West,4,350,0.13,No,34.0,4.0,1255.3
2025-01-17,Store_E,Smartwatch,Accessories,North,4,150,0.2,Yes,63.0,5.0,595.93
2025-01-17,Store_B,Laptop,Electronics,North,11,700,0.05,Yes,58.0,2.6,9081.67
2025-01-18,Store_D,Laptop,Electronics,North,12,700,0.02,No,50.0,3.1,8533.01
2025-01-19,Store_E,Tablet,Electronics,North,8,350,0.14,No,34.0,3.3,2500.77
2025-01-19,Store_B,Phone,Electronics,West,10,500,0.1,No,37.0,3.3,4673.37
2025-01-20,Store_C,Laptop,Electronics,North,6,700,0.12,Yes,32.0,4.7,4614.72
2025-01-21,Store_D,Smartwatch,Accessories,East,14,150,0.29,No,40.0,3.7,1554.24
2025-01-21,Store_E,Smartwatch,Accessories,North,4,150,0.29,No,37.0,2.7,444.07
2025-01-23,Store_C,Laptop,Electronics,North,3,700,0.16,Yes,27.0,4.1,2214.7
2025-01-23,Store_A,Laptop,Electronics,South,14,700,0.04,No,58.0,3.8,9843.12
2025-01-24,Store_C,Phone,Electronics,South,2,500,0.04,No,45.0,3.2,1006.22
2025-01-28,Store_C,Headphones,Accessories,North,12,80,0.08,No,53.0,3.8,932.3
2025-01-28,Store_E,Laptop,Electronics,South,10,700,0.26,No,,4.7,5467.96
2025-01-28,Store_A,Tablet,Electronics,East,5,350,0.06,No,46.0,3.5,1736.45
2025-01-28,Store_E,Laptop,Electronics,East,11,700,0.19,No,35.0,3.5,6583.72
2025-01-30,Store_A,Smartwatch,Accessories,North,7,150,0.14,No,41.0,4.0,956.47
2025-01-30,Store_A,Smartwatch,Accessories,South,6,150,0.04,Yes,65.0,4.4,1098.2
2025-01-30,Store_E,Smartwatch,Accessories,West,3,150,0.25,Yes,42.0,2.9,428.98
2025-01-31,Store_B,Smartwatch,Accessories,North,3,150,0.14,No,37.0,3.4,410.61
2025-02-01,Store_D,Smartwatch,Accessories,South,13,150,0.24,Yes,33.0,3.8,1890.03
2025-02-01,Store_C,Phone,Electronics,South,10,500,0.12,Yes,38.0,4.8,5611.43
2025-02-02,Store_E,Headphones,Accessories,West,7,80,0.12,Yes,32.0,3.9,629.52
2025-02-02,Store_C,Tablet,Electronics,West,3,350,0.19,No,62.0,4.1,905.38
2025-02-02,Store_C,Tablet,Electronics,East,4,350,0.19,No,56.0,2.6,1207.17
2025-02-02,Store_B,Tablet,Electronics,South,10,350,0.26,Yes,54.0,3.7,3308.53
2025-02-05,Store_A,Laptop,Electronics,West,5,700,0.17,No,45.0,4.6,3107.35
2025-02-05,Store_E,Smartwatch,Accessories,South,5,150,0.27,No,,2.6,585.64
2025-02-05,Store_D,Phone,Electronics,East,13,500,0.22,No,48.0,4.5,5423.15
2025-02-07,Store_B,Tablet,Electronics,North,10,350,0.28,Yes,23.0,3.8,3244.68
2025-02-07,Store_C,Laptop,Electronics,East,6,700,0.06,No,51.0,4.1,4236.1
2025-02-08,Store_B,Tablet,Electronics,West,9,350,0.14,No,45.0,3.0,2911.1
2025-02-09,Store_D,Phone,Electronics,South,2,500,0.11,Yes,62.0,2.9,1149.39
2025-02-09,Store_C,Smartwatch,Accessories,West,10,150,0.24,No,20.0,3.9,1226.88
2025-02-12,Store_B,Laptop,Electronics,North,15,700,0.03,No,52.0,4.0,11008.85
2025-02-13,Store_A,Phone,Electronics,North,14,500,0.14,Yes,50.0,4.8,7819.27
2025-02-14,Store_A,Headphones,Accessories,North,5,80,0.25,No,43.0,4.9,325.17
2025-02-14,Store_A,Tablet,Electronics,North,4,350,0.04,No,62.0,2.6,1456.75
2025-02-15,Store_E,Tablet,Electronics,South,7,350,0.13,Yes,61.0,2.8,2776.12
2025-02-15,Store_C,Headphones,Accessories,North,7,80,0.06,No,39.0,4.8,571.33
2025-02-16,Store_A,Phone,Electronics,East,4,500,0.25,No,49.0,4.2,1630.19
2025-02-17,Store_C,Laptop,Electronics,East,8,700,0.13,No,58.0,4.7,5301.73
2025-02-18,Store_D,Tablet,Electronics,South,4,350,0.27,No,24.0,3.8,1113.56
2025-02-22,Store_A,Tablet,Electronics,North,10,350,0.27,No,43.0,3.8,2797.39
2025-02-23,Store_A,Phone,Electronics,North,8,500,0.04,Yes,59.0,2.8,5050.91
2025-02-23,Store_C,Smartwatch,Accessories,East,13,150,0.05,Yes,23.0,2.5,2436.67
2025-02-23,Store_B,Tablet,Electronics,West,11,350,0.26,Yes,22.0,2.6,3747.41
2025-02-28,Store_C,Smartwatch,Accessories,North,9,150,0.16,No,60.0,2.7,1249.59
2025-03-01,Store_D,Headphones,Accessories,West,11,80,0.01,No,38.0,4.4,960.94
2025-03-02,Store_D,Phone,Electronics,West,13,500,0.12,No,48.0,4.8,6315.18
2025-03-02,Store_C,Tablet,Electronics,East,4,350,0.04,No,48.0,4.4,1483.85
2025-03-04,Store_E,Headphones,Accessories,South,15,80,0.11,No,30.0,3.1,1181.26
2025-03-04,Store_C,Laptop,Electronics,East,10,700,0.13,Yes,18.0,3.1,8082.99
2025-03-05,Store_B,Headphones,Accessories,West,11,80,0.02,No,34.0,4.3,954.67
2025-03-05,Store_C,Tablet,Electronics,North,9,350,0.16,No,33.0,2.7,2929.11
2025-03-05,Store_C,Smartwatch,Accessories,West,1,150,0.3,No,59.0,2.9,116.23
2025-03-06,Store_E,Phone,Electronics,South,6,500,0.12,No,60.0,3.8,2924.9
2025-03-07,Store_C,Headphones,Accessories,North,6,80,0.25,No,61.0,3.2,399.17
2025-03-08,Store_B,Phone,Electronics,South,14,500,0.01,No,40.0,2.9,7689.92
2025-03-08,Store_C,Tablet,Electronics,West,6,350,0.27,No,32.0,2.5,1701.1
2025-03-08,Store_A,Tablet,Electronics,West,11,350,0.03,No,29.0,4.8,4144.01
2025-03-08,Store_E,Headphones,Accessories,West,12,80,0.13,Yes,21.0,3.6,1112.14
2025-03-10,Store_D,Smartwatch,Accessories,North,14,150,0.3,No,39.0,3.0,1633.56
2025-03-10,Store_D,Headphones,Accessories,West,12,80,0.22,Yes,58.0,4.3,998.54
2025-03-11,Store_B,Headphones,Accessories,North,2,80,0.24,No,54.0,3.5,135.22
2025-03-12,Store_C,Laptop,Electronics,South,8,700,0.17,No,65.0,,5172.05
2025-03-12,Store_A,Phone,Electronics,South,7,500,0.22,No,58.0,2.8,3037.8
2025-03-14,Store_E,Tablet,Electronics,North,4,350,0.11,Yes,61.0,4.0,1665.79
2025-03-15,Store_D,Phone,Electronics,North,5,500,0.23,No,64.0,4.3,2145.83
2025-03-15,Store_B,Laptop,Electronics,East,3,700,0.19,No,23.0,3.3,1896.13
2025-03-15,Store_B,Smartwatch,Accessories,East,9,150,0.16,Yes,38.0,4.6,1516.91
2025-03-16,Store_E,Smartwatch,Accessories,North,12,150,0.17,No,46.0,3.6,1666.27
2025-03-16,Store_D,Tablet,Electronics,South,14,350,0.1,No,20.0,3.9,4918.5
2025-03-16,Store_C,Laptop,Electronics,West,9,700,0.01,No,46.0,4.7,6956.17
2025-03-16,Store_C,Laptop,Electronics,East,10,700,0.12,Yes,39.0,3.4,8244.34
2025-03-22,Store_B,Headphones,Accessories,West,12,80,0.08,No,38.0,4.7,987.52
2025-03-24,Store_B,Headphones,Accessories,North,7,80,0.3,No,37.0,2.9,438.56
2025-03-24,Store_E,Laptop,Electronics,West,6,700,0.11,No,28.0,2.9,4181.98
2025-03-25,Store_D,Laptop,Electronics,West,8,700,0.19,Yes,23.0,3.8,6091.22
2025-03-25,Store_A,Headphones,Accessories,East,14,80,0.12,Yes,26.0,4.8,1323.52
2025-03-25,Store_A,Smartwatch,Accessories,South,12,150,0.11,Yes,61.0,3.9,2151.27
2025-03-25,Store_C,Headphones,Accessories,North,3,80,0.17,Yes,26.0,,267.5
2025-03-26,Store_B,Laptop,Electronics,North,13,700,0.22,Yes,18.0,3.4,9533.69
2025-03-26,Store_E,Smartwatch,Accessories,West,4,150,0.25,No,62.0,2.7,503.68
2025-03-26,Store_E,Smartwatch,Accessories,South,5,150,0.26,No,49.0,4.3,621.21
2025-03-26,Store_E,Smartwatch,Accessories,North,4,150,0.15,No,42.0,3.6,570.84
2025-03-31,Store_A,Phone,Electronics,West,6,500,0.17,No,51.0,3.3,2788.72
2025-04-01,Store_E,Laptop,Electronics,South,12,700,0.22,No,58.0,4.7,7338.23
2025-04-02,Store_B,Phone,Electronics,South,4,500,0.0,No,33.0,4.1,2239.98
2025-04-02,Store_E,Headphones,Accessories,East,1,80,0.16,No,62.0,3.9,75.26
2025-04-02,Store_A,Tablet,Electronics,West,10,350,0.2,Yes,30.0,4.4,3763.17
2025-04-02,Store_C,Laptop,Electronics,West,4,700,0.04,Yes,51.0,4.9,3612.64
2025-04-03,Store_A,Phone,Electronics,East,13,500,0.02,Yes,54.0,4.6,8560.89
2025-04-03,Store_A,Laptop,Electronics,North,14,700,0.14,No,21.0,4.3,9438.93
2025-04-04,Store_B,Headphones,Accessories,East,3,80,0.2,Yes,23.0,4.8,258.02
2025-04-05,Store_A,Headphones,Accessories,West,3,80,0.03,No,50.0,3.3,260.68
2025-04-06,Store_C,Tablet,Electronics,North,10,350,0.29,Yes,42.0,3.6,3338.68
2025-04-07,Store_C,Headphones,Accessories,North,2,80,0.22,Yes,33.0,2.5,167.65
2025-04-07,Store_A,Tablet,Electronics,South,13,350,0.24,Yes,62.0,2.6,4645.17
2025-04-08,Store_C,Headphones,Accessories,West,14,80,0.06,No,20.0,4.0,1178.3
2025-04-10,Store_B,Tablet,Electronics,North,10,350,0.24,Yes,,4.7,3570.77
2025-04-10,Store_E,Headphones,Accessories,East,8,80,0.17,No,63.0,3.6,594.23
2025-04-10,Store_B,Smartwatch,Accessories,West,15,150,0.16,Yes,30.0,3.8,2537.13
2025-04-11,Store_C,Headphones,Accessories,East,6,80,0.0,No,35.0,3.7,536.8
2025-04-12,Store_C,Headphones,Accessories,West,9,80,0.13,No,63.0,4.1,700.3
2025-04-13,Store_E,Smartwatch,Accessories,South,3,150,0.28,Yes,63.0,4.0,434.52
2025-04-15,Store_C,Phone,Electronics,East,6,500,0.16,Yes,40.0,3.4,3376.87
2025-04-15,Store_E,Laptop,Electronics,North,8,700,0.03,No,31.0,3.7,6065.85
2025-04-17,Store_E,Phone,Electronics,South,12,500,0.1,No,61.0,3.3,6024.55
2025-04-17,Store_B,Phone,Electronics,West,8,500,0.01,No,36.0,2.8,4418.0
2025-04-17,Store_A,Smartwatch,Accessories,East,2,150,0.26,No,44.0,3.6,247.68
2025-04-20,Store_C,Smartwatch,Accessories,North,15,150,0.27,No,27.0,,1829.5
2025-04-22,Store_A,Laptop,Electronics,North,12,700,0.01,Yes,,3.0,11101.67
2025-04-23,Store_B,Smartwatch,Accessories,South,2,150,0.16,No,61.0,4.2,280.16
2025-04-24,Store_A,Tablet,Electronics,West,6,350,0.19,No,35.0,2.5,1889.77
2025-04-26,Store_B,Phone,Electronics,South,3,500,0.03,Yes,58.0,3.3,1936.91
2025-04-27,Store_D,Smartwatch,Accessories,East,1,150,0.13,Yes,49.0,4.1,173.59
2025-04-28,Store_D,Tablet,Electronics,West,14,350,0.26,No,50.0,2.7,4016.07
2025-04-28,Store_E,Phone,Electronics,West,9,500,0.05,Yes,55.0,3.7,5681.86
2025-04-30,Store_A,Tablet,Electronics,East,13,350,0.25,No,42.0,4.9,3773.14
2025-04-30,Store_C,Smartwatch,Accessories,West,5,150,0.02,Yes,37.0,2.5,975.21
2025-05-01,Store_B,Smartwatch,Accessories,West,10,150,0.13,No,30.0,4.8,1441.62
2025-05-02,Store_E,Headphones,Accessories,South,6,80,0.15,Yes,47.0,3.4,540.35
2025-05-02,Store_E,Headphones,Accessories,East,7,80,0.3,Yes,65.0,3.9,519.16
2025-05-03,Store_A,Smartwatch,Accessories,North,8,150,0.24,Yes,62.0,2.8,1206.7
2025-05-03,Store_D,Tablet,Electronics,North,14,350,0.22,Yes,56.0,3.0,5057.01
2025-05-03,Store_A,Smartwatch,Accessories,North,8,150,0.04,Yes,27.0,4.7,1524.25
2025-05-04,Store_C,Phone,Electronics,West,7,500,0.11,No,59.0,4.2,3431.25
2025-05-06,Store_B,Laptop,Electronics,South,7,700,0.04,No,42.0,4.5,5170.93
2025-05-08,Store_B,Headphones,Accessories,East,9,80,0.08,No,,2.6,726.58
2025-05-10,Store_C,Headphones,Accessories,East,4,80,0.14,No,40.0,4.6,301.18
2025-05-10,Store_D,Phone,Electronics,East,15,500,0.16,No,,3.7,6894.67
2025-05-13,Store_E,Laptop,Electronics,North,11,700,0.15,Yes,20.0,3.5,8564.34
2025-05-13,Store_D,Smartwatch,Accessories,South,2,150,0.03,No,47.0,2.8,317.32
2025-05-14,Store_D,Phone,Electronics,North,5,500,0.03,No,38.0,2.9,2641.0
2025-05-16,Store_A,Tablet,Electronics,North,10,350,0.21,No,55.0,3.8,3003.5
2025-05-16,Store_C,Laptop,Electronics,South,3,700,0.19,Yes,36.0,3.1,2217.26
2025-05-18,Store_D,Tablet,Electronics,East,9,350,0.15,No,56.0,3.5,2900.63
2025-05-20,Store_D,Phone,Electronics,West,9,500,0.25,No,47.0,2.6,3646.06
2025-05-21,Store_C,Laptop,Electronics,West,7,700,0.28,No,,3.6,3805.9
2025-05-21,Store_B,Phone,Electronics,East,3,500,0.02,Yes,52.0,4.1,1902.95
2025-05-21,Store_B,Headphones,Accessories,South,6,80,0.14,No,32.0,3.4,445.32
2025-05-22,Store_E,Phone,Electronics,North,10,500,0.07,Yes,26.0,4.6,6010.78
2025-05-22,Store_E,Headphones,Accessories,South,1,80,0.24,No,40.0,3.4,65.49
2025-05-25,Store_A,Headphones,Accessories,North,12,80,0.08,Yes,50.0,3.5,1136.53
2025-05-25,Store_B,Laptop,Electronics,South,10,700,0.19,Yes,64.0,2.7,7296.33
2025-05-26,Store_C,Laptop,Electronics,South,12,700,0.2,No,42.0,3.8,7195.11
2025-05-26,Store_D,Smartwatch,Accessories,North,12,150,0.24,Yes,19.0,4.0,1757.66
2025-05-26,Store_D,Laptop,Electronics,West,9,700,0.25,No,51.0,3.1,5059.06
2025-05-27,Store_B,Smartwatch,Accessories,North,5,150,0.06,No,55.0,4.4,753.66
2025-05-28,Store_B,Smartwatch,Accessories,South,5,150,0.28,No,52.0,3.5,576.35
2025-05-28,Store_A,Laptop,Electronics,East,10,700,0.28,Yes,23.0,3.0,6455.18
2025-05-30,Store_D,Headphones,Accessories,West,15,80,0.29,No,23.0,3.8,906.41
2025-05-30,Store_E,Tablet,Electronics,South,8,350,0.23,No,20.0,3.2,2293.7
2025-05-30,Store_D,Smartwatch,Accessories,South,12,150,0.23,Yes,60.0,4.2,1769.42
2025-06-01,Store_E,Laptop,Electronics,South,11,700,0.25,Yes,31.0,4.2,7348.12
2025-06-01,Store_C,Headphones,Accessories,West,5,80,0.16,Yes,36.0,4.7,427.53
2025-06-02,Store_E,Phone,Electronics,East,8,500,0.05,Yes,39.0,4.6,4826.95
2025-06-02,Store_E,Headphones,Accessories,West,15,80,0.14,No,57.0,2.8,1092.41
2025-06-03,Store_D,Laptop,Electronics,West,14,700,0.16,Yes,23.0,,10438.81
2025-06-04,Store_A,Laptop,Electronics,East,13,700,0.06,Yes,19.0,2.8,10828.38
2025-06-06,Store_E,Smartwatch,Accessories,South,15,150,0.1,No,27.0,4.2,2128.68
2025-06-09,Store_C,Tablet,Electronics,East,2,350,0.25,No,65.0,4.6,548.91
2025-06-10,Store_B,Tablet,Electronics,South,1,350,0.13,No,29.0,4.0,317.78
2025-06-13,Store_E,Headphones,Accessories,East,14,80,0.05,No,65.0,4.3,1104.21
2025-06-14,Store_E,Headphones,Accessories,East,6,80,0.27,Yes,65.0,3.0,435.55
2025-06-15,Store_A,Phone,Electronics,South,9,500,0.14,No,25.0,4.6,4001.01
2025-06-15,Store_C,Tablet,Electronics,West,2,350,0.25,Yes,40.0,4.7,651.33
2025-06-16,Store_E,Headphones,Accessories,North,14,80,0.26,No,35.0,3.0,855.21
2025-06-16,Store_A,Smartwatch,Accessories,North,12,150,0.18,Yes,21.0,3.5,1827.64
2025-06-17,Store_C,Headphones,Accessories,North,5,80,0.2,No,55.0,2.8,329.56
2025-06-18,Store_C,Tablet,Electronics,South,7,350,0.23,Yes,40.0,3.6,2326.89
2025-06-18,Store_E,Smartwatch,Accessories,West,2,150,0.25,No,64.0,4.1,231.27
2025-06-18,Store_B,Laptop,Electronics,West,14,700,0.23,No,31.0,3.6,7756.3
2025-06-20,Store_C,Smartwatch,Accessories,East,6,150,0.24,Yes,47.0,2.6,840.37
2025-06-21,Store_E,Laptop,Electronics,South,2,700,0.3,Yes,64.0,3.3,1201.65
2025-06-23,Store_E,Headphones,Accessories,South,14,80,0.12,No,35.0,3.7,1003.08
2025-06-27,Store_B,Smartwatch,Accessories,West,9,150,0.28,Yes,36.0,3.1,1177.52
2025-06-28,Store_C,Tablet,Electronics,North,14,350,0.25,Yes,55.0,,4442.98
2025-06-29,Store_A,Tablet,Electronics,South,5,350,0.01,No,18.0,4.9,1741.88
2025-06-30,Store_E,Phone,Electronics,West,2,500,0.22,Yes,44.0,2.5,939.14
2025-07-01,Store_A,Smartwatch,Accessories,East,4,150,0.04,No,26.0,3.8,576.74
2025-07-02,Store_B,Tablet,Electronics,South,10,350,0.25,No,24.0,4.8,2622.97
2025-07-03,Store_B,Laptop,Electronics,West,3,700,0.09,No,54.0,3.6,1905.58
2025-07-06,Store_C,Headphones,Accessories,West,6,80,0.18,Yes,31.0,3.4,468.06
2025-07-07,Store_C,Phone,Electronics,West,8,500,0.04,No,46.0,4.2,3797.45
2025-07-07,Store_A,Phone,Electronics,West,3,500,0.05,No,37.0,3.6,1409.21
2025-07-08,Store_A,Headphones,Accessories,South,8,80,0.23,No,18.0,3.6,486.33
2025-07-08,Store_D,Laptop,Electronics,West,14,700,0.16,No,50.0,3.2,8123.89
2025-07-09,Store_B,Headphones,Accessories,North,6,80,0.1,No,35.0,3.0,425.44
2025-07-11,Store_C,Phone,Electronics,East,12,500,0.19,Yes,,3.9,5719.62
2025-07-13,Store_C,Headphones,Accessories,West,8,80,0.19,No,22.0,3.7,506.3
2025-07-13,Store_B,Headphones,Accessories,North,3,80,0.28,No,29.0,4.9,168.77
2025-07-16,Store_D,Headphones,Accessories,South,13,80,0.09,No,20.0,3.0,918.6
2025-07-17,Store_B,Laptop,Electronics,South,12,700,0.23,No,52.0,4.8,6265.1
2025-07-17,Store_E,Laptop,Electronics,North,5,700,0.25,Yes,27.0,4.7,3051.19
2025-07-17,Store_E,Tablet,Electronics,West,3,350,0.2,No,,3.3,813.65
2025-07-18,Store_E,Smartwatch,Accessories,South,2,150,0.12,No,18.0,4.4,255.19
2025-07-22,Store_B,Laptop,Electronics,West,5,700,0.17,No,30.0,4.7,2785.3
2025-07-22,Store_B,Phone,Electronics,East,13,500,0.1,No,38.0,3.7,5608.96
2025-07-23,Store_D,Headphones,Accessories,West,12,80,0.1,No,27.0,2.7,826.73
2025-07-24,Store_C,Phone,Electronics,East,8,500,0.06,Yes,40.0,3.3,4308.71
2025-07-24,Store_D,Headphones,Accessories,North,15,80,0.25,Yes,62.0,2.7,1031.34
2025-07-25,Store_B,Smartwatch,Accessories,East,9,150,0.02,No,24.0,4.1,1260.87
2025-07-27,Store_C,Headphones,Accessories,West,9,80,0.11,Yes,22.0,2.7,729.95
2025-07-28,Store_C,Headphones,Accessories,North,9,80,0.26,No,41.0,4.1,504.78
2025-08-01,Store_A,Phone,Electronics,North,8,500,0.24,No,41.0,2.6,2857.94
2025-08-03,Store_E,Smartwatch,Accessories,West,15,150,0.17,Yes,21.0,3.3,2098.85
2025-08-04,Store_B,Tablet,Electronics,North,3,350,0.15,Yes,64.0,4.1,1001.2
2025-08-04,Store_E,Laptop,Electronics,South,7,700,0.24,Yes,50.0,4.2,4177.56
2025-08-05,Store_C,Tablet,Electronics,North,1,350,0.27,No,58.0,2.6,238.41
2025-08-05,Store_D,Phone,Electronics,North,1,500,0.17,No,18.0,3.4,387.24
2025-08-08,Store_C,Phone,Electronics,North,3,500,0.28,No,36.0,3.1,1002.3
2025-08-09,Store_C,Headphones,Accessories,East,14,80,0.13,No,58.0,4.6,902.7
2025-08-09,Store_B,Tablet,Electronics,South,7,350,0.19,No,46.0,4.6,1838.47
2025-08-11,Store_A,Laptop,Electronics,South,1,700,0.08,No,26.0,2.6,594.54
2025-08-12,Store_A,Phone,Electronics,North,3,500,0.12,No,24.0,,1216.54
2025-08-12,Store_B,Phone,Electronics,West,3,500,0.15,No,19.0,3.5,1175.07
2025-08-12,Store_A,Phone,Electronics,East,10,500,0.18,Yes,42.0,3.0,4534.37
2025-08-13,Store_C,Headphones,Accessories,North,3,80,0.05,No,63.0,3.6,209.78
2025-08-13,Store_C,Phone,Electronics,East,14,500,0.26,No,21.0,4.5,4765.96
2025-08-14,Store_A,Tablet,Electronics,South,5,350,0.2,No,54.0,3.9,1285.96
2025-08-14,Store_C,Laptop,Electronics,North,11,700,0.09,No,39.0,4.2,6436.22
2025-08-15,Store_E,Tablet,Electronics,West,4,350,0.07,Yes,21.0,3.7,1432.78
2025-08-15,Store_E,Tablet,Electronics,South,4,350,0.12,Yes,39.0,3.5,1355.75
2025-08-15,Store_D,Tablet,Electronics,North,13,350,0.3,Yes,59.0,2.6,3504.92
2025-08-15,Store_A,Laptop,Electronics,North,14,700,0.05,No,38.0,4.3,8537.62
2025-08-16,Store_B,Headphones,Accessories,North,12,80,0.09,Yes,20.0,3.3,959.8
2025-08-17,Store_E,Tablet,Electronics,South,9,350,0.15,No,64.0,4.2,2447.51
2025-08-18,Store_B,Laptop,Electronics,East,13,700,0.04,No,41.0,2.7,7973.14
2025-08-19,Store_C,Phone,Electronics,North,7,500,0.23,No,47.0,4.1,2455.88
2025-08-24,Store_C,Headphones,Accessories,East,8,80,0.27,Yes,51.0,3.7,507.19
2025-08-25,Store_E,Headphones,Accessories,South,4,80,0.05,No,22.0,4.1,274.64
2025-08-26,Store_B,Smartwatch,Accessories,North,15,150,0.27,No,40.0,4.2,1481.88
2025-08-27,Store_C,Laptop,Electronics,West,7,700,0.28,No,31.0,2.6,3178.83
2025-08-28,Store_A,Smartwatch,Accessories,East,5,150,0.08,Yes,40.0,4.4,745.1
2025-08-29,Store_C,Phone,Electronics,East,7,500,0.24,Yes,42.0,3.5,2868.82
2025-08-29,Store_D,Tablet,Electronics,North,15,350,0.02,No,56.0,4.1,4624.08
